Job Name,Company,Location,Avg Salary,Pay Type,Pay Min,Pay Max,Mentions python,Mentions tableau
Senior Business Analyst,CWT,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"raleigh, nc",-1,unlisted,-1.0,-1.0,1,0
Business Intelligence Specialist - Senior,Halvik,"raleigh, nc",93123,unlisted,-1.0,-1.0,0,1
"Principal Programmer Analyst- CDISC SDTM specialist using SAS within DTS, part of Biostatistics and programming (remote from home)",Thermo Fisher Scientific,"raleigh, nc",83064,unlisted,-1.0,-1.0,0,0
Lead Analyst- Finance Data Engineering – SAP FICO,Eaton,"raleigh, nc",94232,yearly,87200.0,119900.0,1,1
Business Analyst,Clear Thought Solutions,"raleigh, nc",68865,unlisted,-1.0,-1.0,0,0
Lead Child Welfare Business Intelligence Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,1
Actuarial Analyst,Genworth,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Behavioral Health Policy Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,0
Treasury Financial Analyst,Self-Help Credit Union,"raleigh, nc",67329,unlisted,-1.0,-1.0,0,0
Guidewire Business Analyst – Rating,Accenture,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,0
Technical Support Analyst,Trimble,"raleigh, nc",106394,unlisted,-1.0,-1.0,0,0
Sr. Analytics & Data Visualization Solutions Lead- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Data Analyst II,Computershare,"raleigh, nc",-1,hourly,30.0,33.65,0,0
"Business Analyst, Contact Center Technologies",LoanCare,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"raleigh, nc",-1,unlisted,-1.0,-1.0,1,0
Business Intelligence Specialist - Senior,Halvik,"raleigh, nc",93123,unlisted,-1.0,-1.0,0,1
"Principal Programmer Analyst- CDISC SDTM specialist using SAS within DTS, part of Biostatistics and programming (remote from home)",Thermo Fisher Scientific,"raleigh, nc",83064,unlisted,-1.0,-1.0,0,0
Lead Analyst- Finance Data Engineering – SAP FICO,Eaton,"raleigh, nc",94232,yearly,87200.0,119900.0,1,1
Business Analyst,Clear Thought Solutions,"raleigh, nc",68865,unlisted,-1.0,-1.0,0,0
Lead Child Welfare Business Intelligence Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,1
Actuarial Analyst,Genworth,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Behavioral Health Policy Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,0
Treasury Financial Analyst,Self-Help Credit Union,"raleigh, nc",67329,unlisted,-1.0,-1.0,0,0
Guidewire Business Analyst – Rating,Accenture,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,0
Technical Support Analyst,Trimble,"raleigh, nc",106394,unlisted,-1.0,-1.0,0,0
Sr. Analytics & Data Visualization Solutions Lead- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Data Analyst II,Computershare,"raleigh, nc",-1,hourly,30.0,33.65,0,0
"Business Analyst, Contact Center Technologies",LoanCare,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"raleigh, nc",-1,unlisted,-1.0,-1.0,1,0
Business Intelligence Specialist - Senior,Halvik,"raleigh, nc",93123,unlisted,-1.0,-1.0,0,1
"Principal Programmer Analyst- CDISC SDTM specialist using SAS within DTS, part of Biostatistics and programming (remote from home)",Thermo Fisher Scientific,"raleigh, nc",83064,unlisted,-1.0,-1.0,0,0
Lead Analyst- Finance Data Engineering – SAP FICO,Eaton,"raleigh, nc",94232,yearly,87200.0,119900.0,1,1
Business Analyst,Clear Thought Solutions,"raleigh, nc",68865,unlisted,-1.0,-1.0,0,0
Lead Child Welfare Business Intelligence Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,1
Actuarial Analyst,Genworth,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Behavioral Health Policy Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,0
Treasury Financial Analyst,Self-Help Credit Union,"raleigh, nc",67329,unlisted,-1.0,-1.0,0,0
Guidewire Business Analyst – Rating,Accenture,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,0
Technical Support Analyst,Trimble,"raleigh, nc",106394,unlisted,-1.0,-1.0,0,0
Sr. Analytics & Data Visualization Solutions Lead- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Data Analyst II,Computershare,"raleigh, nc",-1,hourly,30.0,33.65,0,0
"Business Analyst, Contact Center Technologies",LoanCare,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"raleigh, nc",-1,unlisted,-1.0,-1.0,1,0
Business Intelligence Specialist - Senior,Halvik,"raleigh, nc",93123,unlisted,-1.0,-1.0,0,1
"Principal Programmer Analyst- CDISC SDTM specialist using SAS within DTS, part of Biostatistics and programming (remote from home)",Thermo Fisher Scientific,"raleigh, nc",83064,unlisted,-1.0,-1.0,0,0
Lead Analyst- Finance Data Engineering – SAP FICO,Eaton,"raleigh, nc",94232,yearly,87200.0,119900.0,1,1
Business Analyst,Clear Thought Solutions,"raleigh, nc",68865,unlisted,-1.0,-1.0,0,0
Lead Child Welfare Business Intelligence Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,1
Actuarial Analyst,Genworth,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Behavioral Health Policy Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,0
Treasury Financial Analyst,Self-Help Credit Union,"raleigh, nc",67329,unlisted,-1.0,-1.0,0,0
Guidewire Business Analyst – Rating,Accenture,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,0
Technical Support Analyst,Trimble,"raleigh, nc",106394,unlisted,-1.0,-1.0,0,0
Sr. Analytics & Data Visualization Solutions Lead- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Data Analyst II,Computershare,"raleigh, nc",-1,hourly,30.0,33.65,0,0
"Business Analyst, Contact Center Technologies",LoanCare,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"raleigh, nc",-1,unlisted,-1.0,-1.0,1,0
Business Intelligence Specialist - Senior,Halvik,"raleigh, nc",93123,unlisted,-1.0,-1.0,0,1
"Principal Programmer Analyst- CDISC SDTM specialist using SAS within DTS, part of Biostatistics and programming (remote from home)",Thermo Fisher Scientific,"raleigh, nc",83064,unlisted,-1.0,-1.0,0,0
Lead Analyst- Finance Data Engineering – SAP FICO,Eaton,"raleigh, nc",94232,yearly,87200.0,119900.0,1,1
Business Analyst,Clear Thought Solutions,"raleigh, nc",68865,unlisted,-1.0,-1.0,0,0
Lead Child Welfare Business Intelligence Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,1
Actuarial Analyst,Genworth,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Behavioral Health Policy Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,0
Treasury Financial Analyst,Self-Help Credit Union,"raleigh, nc",67329,unlisted,-1.0,-1.0,0,0
Guidewire Business Analyst – Rating,Accenture,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,0
Technical Support Analyst,Trimble,"raleigh, nc",106394,unlisted,-1.0,-1.0,0,0
Sr. Analytics & Data Visualization Solutions Lead- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Data Analyst II,Computershare,"raleigh, nc",-1,hourly,30.0,33.65,0,0
"Business Analyst, Contact Center Technologies",LoanCare,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"raleigh, nc",-1,unlisted,-1.0,-1.0,1,0
Business Intelligence Specialist - Senior,Halvik,"raleigh, nc",93123,unlisted,-1.0,-1.0,0,1
"Principal Programmer Analyst- CDISC SDTM specialist using SAS within DTS, part of Biostatistics and programming (remote from home)",Thermo Fisher Scientific,"raleigh, nc",83064,unlisted,-1.0,-1.0,0,0
Lead Analyst- Finance Data Engineering – SAP FICO,Eaton,"raleigh, nc",94232,yearly,87200.0,119900.0,1,1
Business Analyst,Clear Thought Solutions,"raleigh, nc",68865,unlisted,-1.0,-1.0,0,0
Lead Child Welfare Business Intelligence Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,1
Actuarial Analyst,Genworth,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Behavioral Health Policy Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,0
Treasury Financial Analyst,Self-Help Credit Union,"raleigh, nc",67329,unlisted,-1.0,-1.0,0,0
Guidewire Business Analyst – Rating,Accenture,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,0
Technical Support Analyst,Trimble,"raleigh, nc",106394,unlisted,-1.0,-1.0,0,0
Sr. Analytics & Data Visualization Solutions Lead- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Data Analyst II,Computershare,"raleigh, nc",-1,hourly,30.0,33.65,0,0
"Business Analyst, Contact Center Technologies",LoanCare,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"raleigh, nc",-1,unlisted,-1.0,-1.0,1,0
IT Business Analyst- Mid Level- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,0
Business Intelligence Specialist - Senior,Halvik,"raleigh, nc",93123,unlisted,-1.0,-1.0,0,1
"Principal Programmer Analyst- CDISC SDTM specialist using SAS within DTS, part of Biostatistics and programming (remote from home)",Thermo Fisher Scientific,"raleigh, nc",83064,unlisted,-1.0,-1.0,0,0
Lead Analyst- Finance Data Engineering – SAP FICO,Eaton,"raleigh, nc",94232,yearly,87200.0,119900.0,1,1
Business Analyst,Clear Thought Solutions,"raleigh, nc",68865,unlisted,-1.0,-1.0,0,0
Lead Child Welfare Business Intelligence Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,1
Actuarial Analyst,Genworth,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Behavioral Health Policy Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,0
Treasury Financial Analyst,Self-Help Credit Union,"raleigh, nc",67329,unlisted,-1.0,-1.0,0,0
Technical Support Analyst,Trimble,"raleigh, nc",106394,unlisted,-1.0,-1.0,0,0
Sr. Analytics & Data Visualization Solutions Lead- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Data Analyst II,Computershare,"raleigh, nc",-1,hourly,30.0,33.65,0,0
"Business Analyst, Contact Center Technologies",LoanCare,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"raleigh, nc",-1,unlisted,-1.0,-1.0,1,0
Business Intelligence Specialist - Senior,Halvik,"raleigh, nc",93123,unlisted,-1.0,-1.0,0,1
"Principal Programmer Analyst- CDISC SDTM specialist using SAS within DTS, part of Biostatistics and programming (remote from home)",Thermo Fisher Scientific,"raleigh, nc",83064,unlisted,-1.0,-1.0,0,0
Lead Analyst- Finance Data Engineering – SAP FICO,Eaton,"raleigh, nc",94232,yearly,87200.0,119900.0,1,1
Business Analyst,Clear Thought Solutions,"raleigh, nc",68865,unlisted,-1.0,-1.0,0,0
Lead Child Welfare Business Intelligence Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,1
Actuarial Analyst,Genworth,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Behavioral Health Policy Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,0
Treasury Financial Analyst,Self-Help Credit Union,"raleigh, nc",67329,unlisted,-1.0,-1.0,0,0
Guidewire Business Analyst – Rating,Accenture,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,0
Technical Support Analyst,Trimble,"raleigh, nc",106394,unlisted,-1.0,-1.0,0,0
Sr. Analytics & Data Visualization Solutions Lead- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Data Analyst II,Computershare,"raleigh, nc",-1,hourly,30.0,33.65,0,0
"Business Analyst, Contact Center Technologies",LoanCare,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"raleigh, nc",-1,unlisted,-1.0,-1.0,1,0
IT Business Analyst- Mid Level- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,0
Business Intelligence Specialist - Senior,Halvik,"raleigh, nc",93123,unlisted,-1.0,-1.0,0,1
"Principal Programmer Analyst- CDISC SDTM specialist using SAS within DTS, part of Biostatistics and programming (remote from home)",Thermo Fisher Scientific,"raleigh, nc",83064,unlisted,-1.0,-1.0,0,0
Lead Analyst- Finance Data Engineering – SAP FICO,Eaton,"raleigh, nc",94232,yearly,87200.0,119900.0,1,1
Business Analyst,Clear Thought Solutions,"raleigh, nc",68865,unlisted,-1.0,-1.0,0,0
Lead Child Welfare Business Intelligence Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,1
Actuarial Analyst,Genworth,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Behavioral Health Policy Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,0
Treasury Financial Analyst,Self-Help Credit Union,"raleigh, nc",67329,unlisted,-1.0,-1.0,0,0
Technical Support Analyst,Trimble,"raleigh, nc",106394,unlisted,-1.0,-1.0,0,0
Sr. Analytics & Data Visualization Solutions Lead- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Data Analyst II,Computershare,"raleigh, nc",-1,hourly,30.0,33.65,0,0
"Business Analyst, Contact Center Technologies",LoanCare,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"raleigh, nc",-1,unlisted,-1.0,-1.0,1,0
IT Business Analyst- Mid Level- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,0
Business Intelligence Specialist - Senior,Halvik,"raleigh, nc",93123,unlisted,-1.0,-1.0,0,1
"Principal Programmer Analyst- CDISC SDTM specialist using SAS within DTS, part of Biostatistics and programming (remote from home)",Thermo Fisher Scientific,"raleigh, nc",83064,unlisted,-1.0,-1.0,0,0
Lead Analyst- Finance Data Engineering – SAP FICO,Eaton,"raleigh, nc",94232,yearly,87200.0,119900.0,1,1
Business Analyst,Clear Thought Solutions,"raleigh, nc",68865,unlisted,-1.0,-1.0,0,0
Lead Child Welfare Business Intelligence Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,1
Actuarial Analyst,Genworth,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Behavioral Health Policy Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,0
Treasury Financial Analyst,Self-Help Credit Union,"raleigh, nc",67329,unlisted,-1.0,-1.0,0,0
Technical Support Analyst,Trimble,"raleigh, nc",106394,unlisted,-1.0,-1.0,0,0
Sr. Analytics & Data Visualization Solutions Lead- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Data Analyst II,Computershare,"raleigh, nc",-1,hourly,30.0,33.65,0,0
"Business Analyst, Contact Center Technologies",LoanCare,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"raleigh, nc",-1,unlisted,-1.0,-1.0,1,0
Business Intelligence Specialist - Senior,Halvik,"raleigh, nc",93123,unlisted,-1.0,-1.0,0,1
"Principal Programmer Analyst- CDISC SDTM specialist using SAS within DTS, part of Biostatistics and programming (remote from home)",Thermo Fisher Scientific,"raleigh, nc",83064,unlisted,-1.0,-1.0,0,0
Lead Analyst- Finance Data Engineering – SAP FICO,Eaton,"raleigh, nc",94232,yearly,87200.0,119900.0,1,1
Business Analyst,Clear Thought Solutions,"raleigh, nc",68865,unlisted,-1.0,-1.0,0,0
Lead Child Welfare Business Intelligence Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,1
Actuarial Analyst,Genworth,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Behavioral Health Policy Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,0
Treasury Financial Analyst,Self-Help Credit Union,"raleigh, nc",67329,unlisted,-1.0,-1.0,0,0
Guidewire Business Analyst – Rating,Accenture,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,0
Technical Support Analyst,Trimble,"raleigh, nc",106394,unlisted,-1.0,-1.0,0,0
Sr. Analytics & Data Visualization Solutions Lead- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Data Analyst II,Computershare,"raleigh, nc",-1,hourly,30.0,33.65,0,0
"Business Analyst, Contact Center Technologies",LoanCare,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"raleigh, nc",-1,unlisted,-1.0,-1.0,1,0
IT Business Analyst- Mid Level- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,0
Business Intelligence Specialist - Senior,Halvik,"raleigh, nc",93123,unlisted,-1.0,-1.0,0,1
"Principal Programmer Analyst- CDISC SDTM specialist using SAS within DTS, part of Biostatistics and programming (remote from home)",Thermo Fisher Scientific,"raleigh, nc",83064,unlisted,-1.0,-1.0,0,0
Lead Analyst- Finance Data Engineering – SAP FICO,Eaton,"raleigh, nc",94232,yearly,87200.0,119900.0,1,1
Business Analyst,Clear Thought Solutions,"raleigh, nc",68865,unlisted,-1.0,-1.0,0,0
Lead Child Welfare Business Intelligence Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,1
Actuarial Analyst,Genworth,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Behavioral Health Policy Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,0
Treasury Financial Analyst,Self-Help Credit Union,"raleigh, nc",67329,unlisted,-1.0,-1.0,0,0
Technical Support Analyst,Trimble,"raleigh, nc",106394,unlisted,-1.0,-1.0,0,0
Sr. Analytics & Data Visualization Solutions Lead- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Data Analyst II,Computershare,"raleigh, nc",-1,hourly,30.0,33.65,0,0
"Business Analyst, Contact Center Technologies",LoanCare,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"raleigh, nc",-1,unlisted,-1.0,-1.0,1,0
IT Business Analyst- Mid Level- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,0
Business Intelligence Specialist - Senior,Halvik,"raleigh, nc",93123,unlisted,-1.0,-1.0,0,1
"Principal Programmer Analyst- CDISC SDTM specialist using SAS within DTS, part of Biostatistics and programming (remote from home)",Thermo Fisher Scientific,"raleigh, nc",83064,unlisted,-1.0,-1.0,0,0
Lead Analyst- Finance Data Engineering – SAP FICO,Eaton,"raleigh, nc",94232,yearly,87200.0,119900.0,1,1
Business Analyst,Clear Thought Solutions,"raleigh, nc",68865,unlisted,-1.0,-1.0,0,0
Lead Child Welfare Business Intelligence Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,1
Actuarial Analyst,Genworth,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Behavioral Health Policy Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,0
Treasury Financial Analyst,Self-Help Credit Union,"raleigh, nc",67329,unlisted,-1.0,-1.0,0,0
Technical Support Analyst,Trimble,"raleigh, nc",106394,unlisted,-1.0,-1.0,0,0
Sr. Analytics & Data Visualization Solutions Lead- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Data Analyst II,Computershare,"raleigh, nc",-1,hourly,30.0,33.65,0,0
"Business Analyst, Contact Center Technologies",LoanCare,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"raleigh, nc",-1,unlisted,-1.0,-1.0,1,0
IT Business Analyst- Mid Level- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,0
Business Intelligence Specialist - Senior,Halvik,"raleigh, nc",93123,unlisted,-1.0,-1.0,0,1
"Principal Programmer Analyst- CDISC SDTM specialist using SAS within DTS, part of Biostatistics and programming (remote from home)",Thermo Fisher Scientific,"raleigh, nc",83064,unlisted,-1.0,-1.0,0,0
Lead Analyst- Finance Data Engineering – SAP FICO,Eaton,"raleigh, nc",94232,yearly,87200.0,119900.0,1,1
Business Analyst,Clear Thought Solutions,"raleigh, nc",68865,unlisted,-1.0,-1.0,0,0
Lead Child Welfare Business Intelligence Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,1
Actuarial Analyst,Genworth,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Behavioral Health Policy Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,0
Treasury Financial Analyst,Self-Help Credit Union,"raleigh, nc",67329,unlisted,-1.0,-1.0,0,0
Technical Support Analyst,Trimble,"raleigh, nc",106394,unlisted,-1.0,-1.0,0,0
Sr. Analytics & Data Visualization Solutions Lead- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Data Analyst II,Computershare,"raleigh, nc",-1,hourly,30.0,33.65,0,0
"Business Analyst, Contact Center Technologies",LoanCare,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"raleigh, nc",-1,unlisted,-1.0,-1.0,1,0
IT Business Analyst- Mid Level- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,0
Business Intelligence Specialist - Senior,Halvik,"raleigh, nc",93123,unlisted,-1.0,-1.0,0,1
"Principal Programmer Analyst- CDISC SDTM specialist using SAS within DTS, part of Biostatistics and programming (remote from home)",Thermo Fisher Scientific,"raleigh, nc",83064,unlisted,-1.0,-1.0,0,0
Lead Analyst- Finance Data Engineering – SAP FICO,Eaton,"raleigh, nc",94232,yearly,87200.0,119900.0,1,1
Business Analyst,Clear Thought Solutions,"raleigh, nc",68865,unlisted,-1.0,-1.0,0,0
Lead Child Welfare Business Intelligence Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,1
Actuarial Analyst,Genworth,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Behavioral Health Policy Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,0
Treasury Financial Analyst,Self-Help Credit Union,"raleigh, nc",67329,unlisted,-1.0,-1.0,0,0
Technical Support Analyst,Trimble,"raleigh, nc",106394,unlisted,-1.0,-1.0,0,0
Sr. Analytics & Data Visualization Solutions Lead- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Data Analyst II,Computershare,"raleigh, nc",-1,hourly,30.0,33.65,0,0
"Business Analyst, Contact Center Technologies",LoanCare,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"raleigh, nc",-1,unlisted,-1.0,-1.0,1,0
IT Business Analyst- Mid Level- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,0
Business Intelligence Specialist - Senior,Halvik,"raleigh, nc",93123,unlisted,-1.0,-1.0,0,1
"Principal Programmer Analyst- CDISC SDTM specialist using SAS within DTS, part of Biostatistics and programming (remote from home)",Thermo Fisher Scientific,"raleigh, nc",83064,unlisted,-1.0,-1.0,0,0
Lead Analyst- Finance Data Engineering – SAP FICO,Eaton,"raleigh, nc",94232,yearly,87200.0,119900.0,1,1
Business Analyst,Clear Thought Solutions,"raleigh, nc",68865,unlisted,-1.0,-1.0,0,0
Lead Child Welfare Business Intelligence Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,1
Actuarial Analyst,Genworth,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Behavioral Health Policy Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,0
Treasury Financial Analyst,Self-Help Credit Union,"raleigh, nc",67329,unlisted,-1.0,-1.0,0,0
Technical Support Analyst,Trimble,"raleigh, nc",106394,unlisted,-1.0,-1.0,0,0
Sr. Analytics & Data Visualization Solutions Lead- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Data Analyst II,Computershare,"raleigh, nc",-1,hourly,30.0,33.65,0,0
"Business Analyst, Contact Center Technologies",LoanCare,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"raleigh, nc",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"raleigh, nc",-1,unlisted,-1.0,-1.0,1,0
Technical Business Analyst,Bay State,"raleigh, nc",94232,unlisted,-1.0,-1.0,1,0
Senior Business Intelligence Consultant,Career Opportunities,"raleigh, nc",94232,unlisted,-1.0,-1.0,1,0
IT Business Analyst- Mid Level- Hybrid Role,ARK Solutions,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,0
"Principal Programmer Analyst- CDISC SDTM specialist using SAS within DTS, part of Biostatistics and programming (remote from home)",Thermo Fisher Scientific,"raleigh, nc",83064,unlisted,-1.0,-1.0,0,0
Business Analyst,Clear Thought Solutions,"raleigh, nc",68865,unlisted,-1.0,-1.0,0,0
Lead Child Welfare Business Intelligence Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,1
Actuarial Analyst,Genworth,"raleigh, nc",94232,unlisted,-1.0,-1.0,0,1
Behavioral Health Policy Analyst,State of North Carolina,"raleigh, nc",93366,unlisted,-1.0,-1.0,0,0
Treasury Financial Analyst,Self-Help Credit Union,"raleigh, nc",67329,unlisted,-1.0,-1.0,0,0
